agent_id,age,tenure_months,commute_minutes,hiring_source,shift_type,queue_type,education,dependents,prior_jobs,compa_ratio,months_since_increment,ijp_rejections,aht_delta_pct,acw_pct_delta_pp,avail_time_delta_pct,adherence_delta_pp,break_overrun_min_30d,late_logins_30d,avg_minutes_late,early_departures_30d,unplanned_absences_30d,fri_mon_absence_ratio,ncns_90d,pto_burn_rate,pto_rejections_180d,shift_swap_requests_30d,short_calls_rate_delta_pp,transfer_rate_delta_pp,occupancy_90d,tl_attrition_rate_6m,team_exits_60d,batch_attrition_rate,attrition_90d
AGT101501,24,3,31,Walk-in,Rotational,Voice-Collections,Graduate,0,1,1.033,1,0,1.1,-0.42,-1.6,-1.15,2.5,2,7.3,0,0,0.0,0,0.67,0,1,0.61,0.82,82.1,0.156,0,0.232,0
AGT101502,34,14,22,Walk-in,Split,Voice-Support,Graduate,3,2,0.817,8,0,9.9,3.67,3.4,-2.22,12.5,3,6.4,1,5,0.41,0,1.03,0,2,0.93,0.65,77.5,0.433,1,0.376,0
AGT101503,29,30,147,Job Portal,Day Fixed,Voice-Support,Graduate,1,0,0.995,15,0,2.1,4.0,-3.1,-4.27,13.7,3,8.7,2,5,0.66,2,1.12,2,3,2.9,1.02,77.5,0.386,2,0.32,0
AGT101504,26,23,47,Job Portal,Night Fixed,Escalations,Undergraduate,2,2,0.97,15,0,-5.6,-0.02,-0.2,-1.62,2.0,0,0.0,0,0,0.0,1,0.52,0,0,-0.97,-1.33,82.3,0.057,0,0.436,1
AGT101505,29,8,19,Job Portal,Day Fixed,Voice-Support,Graduate,0,0,0.737,7,0,6.0,6.46,-9.9,-3.83,8.4,3,10.4,2,4,0.73,0,1.23,1,0,-0.44,-2.07,87.1,0.253,1,0.425,0
AGT101506,19,21,45,Job Portal,Day Fixed,Voice-Support,Graduate,1,1,0.925,2,0,3.9,1.99,-3.7,-5.54,11.8,1,13.6,3,3,0.7,0,0.54,0,0,0.9,-0.62,76.7,0.256,2,0.229,0
AGT101507,27,8,74,Referral,Day Fixed,Email,Graduate,1,0,1.26,1,1,-1.2,-2.59,-6.4,3.08,1.6,0,0.0,0,2,0.27,0,0.34,0,2,-0.85,0.99,96.7,0.201,1,0.485,0
AGT101508,37,6,49,Job Portal,Day Fixed,Voice-Support,Undergraduate,0,2,0.764,9,1,7.6,1.37,-4.0,-1.71,12.8,3,11.9,4,2,0.51,0,0.8,1,3,1.54,1.35,87.5,0.089,2,0.172,0
AGT101509,28,5,41,Referral,Rotational,Voice-Support,Graduate,2,0,0.885,22,0,12.8,0.81,0.6,-0.65,2.9,1,1.0,3,1,0.38,0,0.84,0,4,0.66,1.42,86.6,0.148,3,0.445,0
AGT101510,27,3,27,Referral,Day Fixed,Chat,Undergraduate,1,0,0.757,7,1,3.7,-1.41,4.0,3.67,0.0,0,0.0,0,0,0.0,1,0.56,0,3,0.19,-0.65,83.8,0.077,1,0.216,0
AGT101511,30,12,49,Walk-in,Day Fixed,Voice-Support,Graduate,1,1,0.842,1,1,9.2,1.25,-4.4,-0.94,2.4,2,7.6,2,1,0.26,1,0.5,2,1,1.37,0.66,84.8,0.095,1,0.292,0
AGT101512,31,15,61,Referral,Night Fixed,Voice-Collections,Graduate,0,1,0.816,13,0,8.8,-0.49,-4.6,-4.0,13.9,3,2.2,1,1,0.29,2,0.7,0,1,1.86,1.35,86.5,0.304,0,0.095,0
AGT101513,19,10,61,Job Portal,Rotational,Chat,Graduate,2,1,0.882,11,0,-0.5,3.3,-6.3,-0.53,0.0,0,0.0,0,0,0.0,0,0.76,1,0,1.09,0.48,85.1,0.123,1,0.183,0
AGT101514,19,4,46,Referral,Rotational,Escalations,Undergraduate,0,1,1.172,30,0,3.7,-0.16,-2.9,4.3,3.2,1,2.5,0,1,0.23,0,1.12,1,1,-0.05,-0.64,92.5,0.017,1,0.407,0
AGT101515,28,4,46,Walk-in,Rotational,Email,Graduate,1,1,1.091,36,1,16.0,3.03,-9.9,-7.06,16.2,13,12.0,2,6,0.92,1,1.31,1,3,2.7,0.16,92.0,0.268,3,0.366,0
AGT101516,23,1,80,Job Portal,Day Fixed,Voice-Support,Graduate,3,0,0.974,1,0,-11.5,1.54,-4.8,-0.66,1.0,1,0.0,1,1,0.55,0,0.88,0,3,-0.01,-0.37,85.6,0.121,4,0.114,0
AGT101517,34,17,76,Referral,Rotational,Chat,Undergraduate,0,4,1.167,6,1,14.9,4.85,-10.4,-10.72,14.5,5,8.1,3,4,0.87,1,1.99,4,2,0.98,1.28,80.0,0.437,2,0.271,1
AGT101518,25,46,38,Job Portal,Rotational,Chat,Undergraduate,3,2,0.952,14,0,6.3,-1.99,0.2,-1.31,1.3,0,0.0,0,0,0.0,0,0.27,1,1,-1.6,-0.18,78.9,0.118,1,0.208,0
AGT101519,19,19,97,Referral,Day Fixed,Voice-Support,Graduate,3,0,0.904,10,0,11.3,4.15,-8.9,-6.4,9.3,6,10.5,0,3,0.56,1,2.13,2,3,2.96,-0.23,84.3,0.28,4,0.309,0
AGT101520,21,29,20,Referral,Day Fixed,Voice-Support,Graduate,0,0,0.957,9,1,-7.6,-2.28,-6.2,3.15,0.4,0,0.0,0,0,0.0,0,0.34,0,0,1.44,-0.99,82.9,0.219,1,0.428,1
AGT101521,19,5,47,Job Portal,Split,Chat,Graduate,0,2,0.842,1,1,2.4,0.2,-11.3,0.79,0.0,1,0.0,0,0,0.0,0,0.89,0,1,0.31,1.05,87.9,0.091,0,0.389,0
AGT101522,26,16,50,Walk-in,Day Fixed,Voice-Collections,Undergraduate,2,3,0.811,3,0,-7.3,-2.15,6.4,-5.89,10.3,0,0.0,0,0,0.0,0,0.88,1,0,0.1,0.35,94.6,0.147,2,0.271,0
AGT101523,26,1,26,Job Portal,Day Fixed,Escalations,Undergraduate,4,1,1.066,4,0,0.7,1.51,-0.4,0.47,4.4,1,2.7,0,2,0.42,0,0.79,0,0,-1.08,-0.17,86.3,0.279,2,0.386,0
AGT101524,25,13,17,Referral,Day Fixed,Voice-Support,Graduate,0,1,1.033,4,0,0.3,1.39,-4.0,2.58,0.0,0,0.0,0,0,0.0,0,0.59,0,1,-0.97,0.91,80.2,0.187,4,0.14,0
AGT101525,32,49,27,Job Portal,Rotational,Voice-Support,Undergraduate,3,1,0.871,17,0,9.5,0.33,-5.5,3.31,0.0,0,0.0,1,0,0.0,0,0.82,2,0,2.02,-0.15,76.8,0.094,0,0.539,0
AGT101526,33,8,67,Job Portal,Night Fixed,Email,Undergraduate,0,2,1.047,5,0,13.1,1.7,-6.8,-4.14,6.3,10,12.2,5,3,0.4,0,1.08,0,2,0.72,0.61,83.5,0.553,0,0.141,0
AGT101527,26,8,68,Referral,Split,Email,Undergraduate,0,1,1.051,7,0,8.9,2.75,-6.6,-6.83,14.1,3,6.0,6,4,0.65,3,1.66,2,3,1.91,2.09,85.9,0.47,5,0.7,0
AGT101528,19,10,59,Job Portal,Rotational,Voice-Collections,Graduate,3,0,0.94,17,2,11.0,0.79,-6.0,-7.75,13.6,3,11.1,4,4,0.62,1,1.23,1,2,0.93,1.13,78.4,0.345,3,0.107,0
AGT101529,30,22,29,Job Portal,Rotational,Email,Graduate,0,0,0.905,5,1,-10.2,0.83,4.3,2.25,1.3,1,0.8,0,1,0.44,0,1.28,0,1,0.38,-0.07,84.3,0.18,0,0.16,1
AGT101530,30,2,69,Walk-in,Day Fixed,Email,Graduate,2,1,1.079,5,0,-3.8,0.44,-3.7,0.79,0.0,0,0.0,0,1,0.0,0,0.64,0,0,1.69,0.27,91.8,0.183,1,0.258,0
AGT101531,29,16,30,Job Portal,Night Fixed,Voice-Support,Graduate,0,3,1.045,3,1,-9.5,-1.86,0.7,-2.19,1.5,0,0.0,0,0,0.0,0,0.71,0,0,-0.09,1.23,81.6,0.108,1,0.303,0
AGT101532,32,28,49,Walk-in,Rotational,Chat,Graduate,0,2,1.174,0,0,16.1,1.98,2.6,-1.14,8.7,3,6.0,0,0,0.0,1,1.48,0,1,0.79,-1.21,83.3,0.131,3,0.312,0
AGT101533,21,8,42,Job Portal,Split,Chat,Undergraduate,3,1,1.044,11,0,-2.7,2.07,-5.4,0.88,3.8,0,0.0,0,0,0.0,0,0.8,1,2,0.06,-1.21,89.0,0.253,2,0.598,0
AGT101534,37,12,35,Job Portal,Rotational,Voice-Support,Graduate,0,0,0.823,17,0,-8.0,-0.39,2.3,1.97,6.2,0,0.0,0,0,0.0,0,0.19,0,0,1.72,-2.17,93.7,0.016,1,0.459,1
AGT101535,22,36,58,Referral,Split,Escalations,Undergraduate,2,1,0.847,1,0,-4.2,-1.38,-0.5,3.17,0.0,1,0.0,0,0,0.0,0,0.11,1,1,0.16,-0.04,88.5,0.088,1,0.432,0
AGT101536,31,15,64,Job Portal,Rotational,Escalations,Postgraduate,3,1,0.978,7,0,8.1,-0.1,-1.5,-6.58,0.4,3,5.1,1,1,0.02,0,0.7,0,4,0.62,0.79,75.6,0.132,0,0.485,0
AGT101537,19,2,28,Job Portal,Night Fixed,Voice-Collections,Graduate,2,2,1.081,9,0,4.5,1.13,-5.0,-3.96,10.7,3,11.4,1,4,0.48,0,0.66,0,4,1.14,1.42,93.0,0.425,2,0.559,0
AGT101538,22,20,44,Referral,Night Fixed,Voice-Support,Graduate,3,0,1.032,5,3,-3.1,-0.08,-1.9,-2.14,1.8,1,0.0,1,1,0.24,1,1.19,0,2,-1.87,0.89,80.3,0.255,1,0.124,0
AGT101539,35,4,62,Job Portal,Night Fixed,Escalations,Graduate,3,3,0.938,1,2,-1.2,-0.57,-4.3,-0.01,1.1,0,0.0,0,1,0.29,0,0.47,1,2,-0.76,1.24,81.3,0.146,0,0.453,0
AGT101540,26,13,10,Referral,Day Fixed,Voice-Collections,Undergraduate,0,1,0.832,11,0,4.9,-0.03,0.2,0.82,2.5,1,2.4,2,1,0.37,1,1.74,1,0,2.59,1.65,76.3,0.421,1,0.084,0
AGT101541,31,16,52,Walk-in,Night Fixed,Voice-Support,Graduate,1,2,1.147,1,2,-4.9,0.27,1.2,0.94,5.1,1,13.2,0,3,0.62,1,0.96,0,1,1.19,0.18,81.2,0.184,1,0.478,0
AGT101542,28,7,63,Job Portal,Day Fixed,Chat,Graduate,1,1,1.142,1,2,6.0,1.02,5.1,1.04,11.6,1,1.8,2,0,0.0,0,0.68,0,1,-1.44,0.19,86.1,0.328,0,0.32,0
AGT101543,26,4,53,Job Portal,Day Fixed,Chat,Graduate,2,0,0.859,2,0,2.1,-0.16,-1.1,-4.91,0.6,1,0.0,0,0,0.0,0,0.59,0,0,-0.01,0.06,77.2,0.092,2,0.178,0
AGT101544,34,40,55,Job Portal,Night Fixed,Voice-Support,Postgraduate,2,1,1.066,11,0,4.8,-1.09,-2.2,3.47,1.5,1,3.9,0,1,0.54,0,0.76,1,1,-1.49,-0.2,83.2,0.177,2,0.367,0
AGT101545,26,17,41,Referral,Rotational,Voice-Support,Graduate,0,2,1.026,18,0,-1.8,0.7,1.4,0.31,7.4,3,3.8,0,3,0.4,1,0.97,0,1,1.33,0.6,74.8,0.047,3,0.114,0
AGT101546,19,12,61,Job Portal,Rotational,Email,Graduate,2,0,1.068,9,0,-2.7,0.06,1.8,4.02,0.0,0,0.0,0,0,0.0,0,0.41,0,0,-0.08,-0.11,87.6,0.135,1,0.204,0
AGT101547,23,7,21,Referral,Rotational,Escalations,Graduate,1,0,1.152,23,0,1.8,1.5,4.2,3.48,0.0,0,0.0,1,1,0.0,0,0.44,1,2,-0.98,-0.69,81.5,0.087,2,0.568,0
AGT101548,30,36,27,Job Portal,Rotational,Voice-Collections,Postgraduate,2,3,1.143,36,0,14.0,1.35,-10.7,-7.44,12.7,5,10.8,1,1,0.44,0,1.41,2,1,1.5,2.48,85.5,0.472,2,0.431,0
AGT101549,29,14,54,Job Portal,Night Fixed,Voice-Support,Graduate,1,3,1.051,2,1,14.2,1.75,-2.9,-7.27,11.1,4,8.0,1,0,0.0,1,1.63,1,1,0.32,-0.76,80.7,0.363,2,0.197,0
AGT101550,19,53,61,Referral,Night Fixed,Voice-Support,Graduate,0,1,0.976,1,0,-5.0,1.79,-0.4,-1.76,3.3,0,0.0,0,2,0.63,0,0.96,1,0,0.09,-0.89,85.3,0.29,6,0.064,0
AGT101551,23,9,74,Referral,Night Fixed,Voice-Collections,Postgraduate,2,3,0.97,5,0,-3.2,0.24,-3.5,0.05,0.0,0,0.0,0,0,0.0,0,1.41,0,0,0.52,-0.48,79.3,0.09,0,0.247,0
AGT101552,24,28,90,Referral,Day Fixed,Voice-Support,Undergraduate,1,0,0.978,18,0,-0.2,-1.8,-4.8,-1.42,2.9,3,6.0,0,0,0.0,0,0.94,1,1,3.7,-0.34,77.4,0.187,0,0.226,0
AGT101553,25,23,29,Job Portal,Rotational,Chat,Graduate,3,2,1.273,19,2,3.7,2.83,-1.4,6.42,0.0,2,0.0,0,0,0.0,0,0.12,1,4,1.2,-2.3,84.7,0.078,1,0.23,0
AGT101554,20,11,23,Referral,Rotational,Voice-Support,Graduate,2,1,1.005,0,0,-3.6,-0.13,-0.2,-2.46,0.0,0,0.0,0,0,0.0,1,0.55,0,2,-0.72,0.99,91.7,0.162,0,0.414,0
AGT101555,24,16,66,Job Portal,Day Fixed,Email,Graduate,3,0,1.078,3,0,2.1,0.9,-8.3,0.12,0.0,0,0.0,0,0,0.0,0,0.27,1,1,-2.05,-0.77,73.7,0.077,2,0.478,0
AGT101556,23,41,34,Referral,Rotational,Email,Undergraduate,2,3,1.042,3,0,-6.3,0.85,2.2,1.76,4.3,0,0.0,0,0,0.0,0,0.39,1,0,-0.42,0.96,77.5,0.216,3,0.187,0
AGT101557,31,3,42,Referral,Day Fixed,Email,Undergraduate,3,1,0.901,2,1,-9.6,1.27,1.6,0.57,0.0,1,4.8,0,0,0.0,0,1.38,1,0,-1.76,-0.87,90.0,0.207,2,0.112,0
AGT101558,31,1,63,Job Portal,Night Fixed,Voice-Support,Graduate,0,3,1.048,7,0,-1.7,1.21,1.1,-0.65,0.0,0,0.0,0,2,0.38,0,0.55,1,0,-0.76,0.93,84.2,0.133,0,0.504,0
AGT101559,26,9,47,Walk-in,Rotational,Chat,Graduate,1,0,0.934,36,0,5.7,4.95,-1.4,-3.92,16.3,5,3.9,3,3,0.86,1,1.52,0,2,3.34,2.74,84.9,0.213,2,0.527,1
AGT101560,25,3,60,Referral,Rotational,Voice-Support,Postgraduate,0,0,0.905,0,0,-7.3,-1.41,-2.8,7.47,4.0,0,0.0,0,0,0.0,1,0.43,0,2,0.46,-0.11,96.8,0.062,0,0.432,0
AGT101561,28,3,27,Referral,Rotational,Voice-Support,Graduate,1,3,1.059,6,0,-7.8,0.98,0.4,0.08,0.0,0,0.0,0,0,0.0,0,0.0,1,3,0.67,0.6,81.7,0.113,1,0.456,0
AGT101562,23,42,50,Referral,Rotational,Chat,Graduate,3,0,0.874,2,1,-6.4,-0.85,2.4,1.62,3.6,1,3.9,1,1,0.41,0,1.03,1,2,4.04,-0.45,78.1,0.224,0,0.286,0
AGT101563,21,9,50,Job Portal,Day Fixed,Email,Undergraduate,2,1,1.088,9,0,-6.8,-1.71,-1.3,0.38,0.0,0,0.0,0,0,0.0,0,0.56,0,0,-0.13,-2.46,78.9,0.135,1,0.226,0
AGT101564,22,3,74,Job Portal,Rotational,Email,Postgraduate,1,1,1.057,6,0,-2.0,-0.11,-1.5,-4.97,2.6,4,15.3,1,2,0.65,0,0.6,1,1,0.88,-0.24,90.6,0.226,1,0.179,0
AGT101565,24,14,82,Job Portal,Rotational,Voice-Support,Undergraduate,2,2,1.126,5,0,4.0,-0.72,2.6,3.07,0.0,0,0.0,0,0,0.0,0,0.68,1,1,-0.2,0.25,73.5,0.399,2,0.055,0
AGT101566,21,1,33,Job Portal,Day Fixed,Chat,Postgraduate,0,2,1.048,2,1,-1.0,1.25,-0.1,0.51,7.0,2,6.0,0,3,0.47,0,1.12,1,2,-0.56,1.61,77.9,0.155,2,0.353,0
AGT101567,28,5,25,Walk-in,Day Fixed,Voice-Support,Postgraduate,3,2,0.904,12,2,-2.0,-1.33,-3.2,2.92,0.0,0,0.0,0,0,0.0,0,0.06,0,3,-0.81,1.21,81.2,0.056,1,0.206,0
AGT101568,31,8,61,Referral,Split,Chat,Postgraduate,0,5,1.111,2,0,-0.7,0.78,2.4,6.65,0.7,0,0.0,0,0,0.0,0,0.46,0,1,0.54,0.53,74.7,0.078,3,0.117,0
AGT101569,19,17,16,Referral,Day Fixed,Voice-Support,Graduate,0,2,1.117,12,0,-7.2,-0.58,4.9,-2.86,0.0,0,0.0,0,0,0.0,0,0.16,1,2,0.54,-0.31,78.4,0.178,1,0.351,0
AGT101570,27,35,64,Job Portal,Rotational,Email,Undergraduate,0,1,1.089,3,0,10.6,0.61,0.8,2.8,2.8,0,0.0,0,0,0.0,0,0.48,0,1,-0.02,0.58,90.8,0.168,1,0.331,0
AGT101571,26,1,66,Job Portal,Day Fixed,Escalations,Graduate,3,1,1.073,12,3,1.4,-3.6,-0.4,-1.44,0.0,2,0.0,0,0,0.0,0,0.76,0,1,-0.65,1.09,77.9,0.143,1,0.006,0
AGT101572,29,9,32,Referral,Night Fixed,Voice-Support,Graduate,1,2,0.852,1,0,-1.4,-1.87,-0.6,1.64,0.0,0,0.0,0,0,0.0,0,0.6,0,1,-1.77,-1.2,72.8,0.035,1,0.236,0
AGT101573,27,3,10,Walk-in,Rotational,Email,Graduate,1,0,1.086,5,2,-0.9,0.38,-0.3,-0.16,0.0,0,0.0,0,0,0.0,0,0.78,1,0,0.06,1.11,83.8,0.04,0,0.7,0
AGT101574,20,20,70,Job Portal,Rotational,Chat,Graduate,0,1,0.875,9,3,6.6,2.65,-5.9,-3.71,16.6,7,12.6,2,1,0.6,2,2.01,1,1,2.77,0.98,70.8,0.298,2,0.112,0
AGT101575,21,12,85,Walk-in,Night Fixed,Chat,Graduate,0,0,0.938,0,2,-0.4,4.64,1.1,-2.14,9.5,4,9.3,0,1,0.35,1,1.02,1,0,1.4,0.94,91.5,0.138,1,0.223,1
AGT101576,27,6,82,Walk-in,Night Fixed,Voice-Collections,Graduate,0,0,0.917,1,0,1.2,4.96,-8.2,-1.69,10.7,2,13.1,3,2,0.52,0,1.64,0,1,0.28,0.25,80.7,0.04,0,0.435,0
AGT101577,32,3,83,Job Portal,Night Fixed,Voice-Support,Graduate,0,2,0.843,16,0,5.3,0.08,-2.8,-8.58,11.3,1,13.9,4,4,0.74,0,1.7,1,1,2.72,0.37,80.4,0.077,0,0.116,0
AGT101578,19,17,20,Walk-in,Rotational,Voice-Support,Graduate,1,0,1.018,2,0,-6.4,-1.92,-11.9,2.72,4.8,0,0.0,0,0,0.0,0,0.32,3,0,1.12,1.42,82.9,0.214,4,0.314,0
AGT101579,29,8,44,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,2,0.997,2,0,-1.9,-1.61,-5.1,-2.1,0.0,0,0.0,0,0,0.0,0,0.2,1,0,1.26,1.17,88.4,0.064,0,0.172,0
AGT101580,33,22,49,Job Portal,Night Fixed,Chat,Graduate,1,0,1.133,0,0,-14.5,-2.23,0.2,2.82,0.0,0,0.0,0,0,0.0,0,0.26,0,1,0.72,0.45,80.6,0.161,1,0.419,0
AGT101581,26,13,46,Job Portal,Night Fixed,Voice-Support,Graduate,1,0,1.121,6,2,-2.6,-0.6,5.9,0.48,3.1,0,0.0,0,0,0.0,0,1.02,0,0,-1.16,0.82,69.6,0.088,1,0.094,0
AGT101582,30,7,60,Walk-in,Night Fixed,Voice-Collections,Postgraduate,1,4,1.018,2,0,8.9,5.33,-1.7,-5.36,15.4,6,13.2,5,5,1.0,0,1.96,2,3,3.53,1.25,78.6,0.258,1,0.397,1
AGT101583,23,32,24,Job Portal,Day Fixed,Email,Graduate,3,2,1.079,25,1,-1.2,0.76,3.2,-2.13,0.0,1,0.5,0,0,0.0,0,0.0,0,1,-3.54,-0.28,87.7,0.1,1,0.175,0
AGT101584,26,17,16,Job Portal,Day Fixed,Chat,Graduate,0,3,0.99,0,1,17.6,2.55,-1.4,-0.02,7.5,2,13.4,0,1,0.37,1,1.11,2,2,1.34,-1.18,76.5,0.421,1,0.295,0
AGT101585,19,22,13,Referral,Rotational,Voice-Support,Postgraduate,1,1,0.989,36,0,-6.9,-1.39,0.1,-2.47,4.2,1,11.5,1,0,0.0,0,0.75,0,3,-0.06,-0.19,80.9,0.24,1,0.348,0
AGT101586,19,12,70,Job Portal,Split,Chat,Graduate,0,2,1.013,3,0,-6.3,-0.56,-1.7,-1.87,1.6,1,7.6,2,3,0.41,0,0.71,1,0,2.18,0.59,83.9,0.233,1,0.267,0
AGT101587,32,15,20,Job Portal,Day Fixed,Voice-Support,Graduate,3,1,0.985,4,1,-3.5,-0.42,-6.2,-1.09,0.0,0,0.0,0,0,0.0,0,0.17,1,1,0.18,-0.46,78.9,0.186,4,0.27,0
AGT101588,22,14,46,Job Portal,Day Fixed,Email,Undergraduate,3,1,1.021,36,0,8.9,-0.42,-2.6,0.8,0.0,0,0.0,0,0,0.0,0,0.68,0,2,0.37,1.07,86.1,0.129,0,0.139,0
AGT101589,25,8,31,Job Portal,Split,Voice-Support,Graduate,0,1,1.066,2,0,-7.8,-1.73,-2.9,1.4,6.9,3,13.3,1,0,0.0,0,1.73,0,2,2.73,2.02,79.5,0.479,4,0.374,0
AGT101590,20,6,32,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,1,0.878,1,0,5.1,-0.45,-7.5,-2.41,12.2,5,10.1,2,2,0.65,3,1.78,1,0,0.92,0.79,93.6,0.058,1,0.228,0
AGT101591,20,33,39,Referral,Night Fixed,Escalations,Undergraduate,0,1,0.959,21,0,2.4,1.64,-9.8,-5.71,8.7,4,8.3,1,2,0.45,1,2.01,1,2,1.32,1.22,89.9,0.167,3,0.315,0
AGT101592,26,6,33,Job Portal,Rotational,Voice-Support,Graduate,0,2,1.078,5,0,-2.6,-0.75,-1.9,2.88,0.0,0,0.0,0,0,0.0,0,0.15,0,1,0.29,1.06,83.4,0.046,0,0.294,0
AGT101593,23,2,16,Referral,Night Fixed,Voice-Support,Undergraduate,0,1,0.945,10,1,-9.0,-0.49,-4.6,1.7,0.0,1,11.7,0,0,0.0,1,0.82,0,1,-1.52,-0.89,93.0,0.134,1,0.353,0
AGT101594,29,8,39,Referral,Night Fixed,Voice-Support,Graduate,0,5,0.947,16,0,-4.2,-0.53,7.0,2.89,4.5,0,0.0,0,0,0.0,0,1.13,0,2,-0.05,0.28,85.5,0.046,1,0.651,0
AGT101595,29,16,28,Referral,Split,Voice-Support,Graduate,0,3,1.102,2,0,0.8,-0.85,2.0,-2.81,4.3,0,0.0,1,2,0.22,0,0.75,0,1,-1.39,-0.79,85.8,0.064,2,0.204,0
AGT101596,29,27,27,Job Portal,Rotational,Email,Graduate,0,1,0.926,1,0,-6.5,0.62,-0.7,3.23,0.0,0,0.0,0,0,0.0,0,0.13,0,2,1.32,1.47,87.3,0.113,1,0.433,0
AGT101597,28,13,97,Referral,Rotational,Voice-Support,Graduate,0,2,1.043,0,0,11.2,0.78,-8.4,-6.66,15.1,8,4.2,1,4,0.41,2,1.65,0,3,-0.02,1.55,85.4,0.193,1,0.144,1
AGT101598,35,22,18,Job Portal,Day Fixed,Voice-Support,Graduate,0,0,1.015,23,1,8.6,1.53,-2.5,-0.01,0.0,2,5.4,0,0,0.0,0,0.9,0,2,1.55,0.82,88.1,0.172,0,0.347,0
AGT101599,22,34,38,Walk-in,Day Fixed,Email,Graduate,1,5,1.089,4,0,9.3,0.97,0.5,-6.05,11.6,4,5.9,1,1,0.07,0,1.12,1,3,2.85,0.14,85.6,0.226,2,0.32,0
AGT101600,27,27,48,Job Portal,Rotational,Voice-Support,Postgraduate,3,2,0.993,22,0,3.8,-0.28,-10.0,5.6,0.0,1,0.0,0,0,0.0,0,0.33,1,1,-0.61,-2.22,86.0,0.327,0,0.484,0
AGT101601,33,6,97,Walk-in,Split,Voice-Support,Undergraduate,0,1,0.921,36,0,15.6,3.42,-3.9,-5.71,6.9,4,8.7,4,5,0.93,1,1.87,2,4,1.42,1.98,94.6,0.348,2,0.049,0
AGT101602,33,29,22,Job Portal,Rotational,Voice-Support,Undergraduate,0,0,0.935,1,0,-3.4,-0.32,4.6,3.85,7.0,0,0.0,0,0,0.0,0,1.1,0,2,-0.53,-1.07,93.2,0.052,1,0.232,0
AGT101603,20,28,80,Referral,Day Fixed,Email,Graduate,3,1,1.166,1,0,-15.0,0.09,2.6,1.08,7.8,1,0.0,0,0,0.0,0,0.17,1,1,1.4,-0.15,77.0,0.22,3,0.342,0
AGT101604,25,5,39,Job Portal,Rotational,Voice-Collections,Graduate,0,4,0.947,2,1,-5.3,1.28,-2.4,-1.93,6.9,2,0.0,0,1,0.29,0,1.23,0,1,-0.22,1.18,83.7,0.065,1,0.264,0
AGT101605,34,4,39,Job Portal,Day Fixed,Chat,Undergraduate,0,1,0.94,36,3,9.9,1.2,-3.6,-3.49,7.6,3,7.5,2,1,0.3,0,1.65,1,1,1.44,2.81,83.1,0.101,1,0.368,0
AGT101606,30,35,58,Walk-in,Rotational,Chat,Graduate,1,3,0.954,2,0,-10.2,-0.16,-8.9,1.22,0.7,1,2.3,0,0,0.0,0,0.43,0,1,1.46,0.27,73.0,0.243,1,0.374,0
AGT101607,28,17,86,Referral,Rotational,Voice-Collections,Graduate,0,1,0.973,16,0,-2.3,0.92,-0.5,-2.4,4.9,0,0.0,0,0,0.0,0,0.64,0,1,1.56,-1.53,94.1,0.05,0,0.442,0
AGT101608,26,11,33,Job Portal,Night Fixed,Email,Graduate,1,1,0.959,19,0,2.7,-0.56,-4.0,-3.04,6.4,6,0.0,1,2,0.4,1,0.64,1,4,-1.14,0.5,78.2,0.091,0,0.368,0
AGT101609,25,28,49,Job Portal,Night Fixed,Escalations,Graduate,2,1,1.056,3,0,-9.3,-1.49,3.6,-1.99,0.0,1,0.0,0,0,0.0,0,0.4,1,1,-3.12,0.14,89.3,0.08,0,0.361,0
AGT101610,28,1,46,Job Portal,Rotational,Chat,Undergraduate,1,0,1.01,3,1,6.4,0.74,6.2,-2.58,0.0,0,0.0,0,0,0.0,0,0.5,0,0,0.43,-0.23,74.8,0.079,0,0.441,0
AGT101611,26,2,45,Referral,Rotational,Email,Graduate,2,4,0.941,9,1,6.4,2.62,0.5,-1.44,6.4,3,0.4,1,3,0.36,0,1.21,0,0,-1.11,0.37,82.4,0.18,2,0.259,0
AGT101612,27,25,63,Job Portal,Day Fixed,Voice-Support,Graduate,0,2,1.072,7,0,9.1,0.84,-0.1,5.42,0.0,1,0.4,1,3,0.35,0,1.41,0,0,-0.1,-0.73,82.0,0.333,1,0.7,1
AGT101613,27,16,29,Referral,Day Fixed,Voice-Collections,Postgraduate,0,4,1.028,12,1,10.9,1.28,-1.1,0.3,7.4,3,7.8,0,1,0.56,0,0.88,1,1,0.7,0.44,88.8,0.185,2,0.317,0
AGT101614,24,1,35,Job Portal,Rotational,Chat,Undergraduate,0,0,1.133,29,0,13.3,1.8,-7.3,-2.66,12.2,3,10.5,3,4,0.78,0,1.46,0,0,1.28,1.0,84.7,0.234,3,0.46,0
AGT101615,30,1,16,Referral,Day Fixed,Voice-Support,Graduate,1,2,1.032,0,0,-12.3,1.92,3.8,0.51,9.3,0,0.0,1,0,0.0,0,0.3,0,3,1.97,-0.35,88.9,0.36,0,0.18,0
AGT101616,42,14,56,Job Portal,Day Fixed,Voice-Support,Undergraduate,2,3,0.987,35,3,-0.0,1.06,-5.5,-2.19,17.2,2,4.9,1,1,0.44,0,1.06,1,1,1.33,0.05,84.8,0.069,1,0.27,0
